genome,A_V,B_V,c_V,V_with_c,V_two_cats,V_one_cat
RS_GCF_000407145.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000407165.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000407185.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000407365.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000407445.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000407485.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000407505.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000407545.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000407565.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000410535.2,2.0,2.0,2.0,2.0,2.0,2.0
RS_GCF_000412995.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000413035.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000413055.1,2.0,2.0,1.0,1.0,2.0,2.0
RS_GCF_000413095.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000413475.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000415185.1,2.0,2.0,2.0,2.0,2.0,2.0
RS_GCF_000421005.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000421345.1,2.0,2.0,1.0,1.0,2.0,2.0
RS_GCF_000421485.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000421625.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000421665.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000422245.1,1.0,1.0,0.0,0.0,1.0,1.0
RS_GCF_000422285.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000422325.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000422425.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000422765.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000422805.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000422865.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000423185.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000423425.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000423525.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000423705.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000423725.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000423745.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000423765.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000423785.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000423905.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000424205.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000424325.1,2.0,2.0,2.0,2.0,2.0,2.0
RS_GCF_000424445.1,1.0,1.0,0.0,0.0,1.0,1.0
RS_GCF_000425005.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000425045.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000425525.1,2.0,2.0,2.0,2.0,2.0,2.0
RS_GCF_000425865.1,2.0,2.0,2.0,2.0,2.0,2.0
RS_GCF_000426225.1,1.0,1.0,0.0,0.0,1.0,1.0
RS_GCF_000426305.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000426705.1,1.0,1.0,0.0,0.0,1.0,1.0
RS_GCF_000426925.1,0.0,0.0,1.0,0.0,0.0,0.0
RS_GCF_000427365.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000427625.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000427685.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000428045.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000428105.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000428125.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000428725.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000428985.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000429145.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000429305.1,1.0,1.0,0.0,0.0,1.0,1.0
RS_GCF_000429485.1,2.0,2.0,2.0,2.0,2.0,2.0
RS_GCF_000429585.1,2.0,2.0,2.0,2.0,2.0,2.0
RS_GCF_000429945.1,0.0,0.0,1.0,0.0,0.0,0.0
RS_GCF_000429965.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000430045.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000430485.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000430995.1,2.0,2.0,2.0,2.0,2.0,2.0
RS_GCF_000445425.4,1.0,1.0,0.0,0.0,1.0,1.0
RS_GCF_000447295.1,0.0,0.0,1.0,0.0,0.0,0.0
RS_GCF_000447315.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000447675.1,2.0,2.0,1.0,1.0,2.0,2.0
RS_GCF_000448565.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000449425.2,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000454725.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000455285.1,1.0,1.0,2.0,1.0,1.0,1.0
RS_GCF_000455345.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000455365.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000466485.1,2.0,2.0,2.0,2.0,2.0,2.0
RS_GCF_000467855.2,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000467935.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000468055.1,2.0,2.0,1.0,1.0,2.0,2.0
RS_GCF_000468115.1,2.0,2.0,1.0,1.0,2.0,2.0
RS_GCF_000468495.1,1.0,1.0,0.0,0.0,1.0,1.0
RS_GCF_000468535.1,2.0,2.0,2.0,2.0,2.0,2.0
RS_GCF_000468755.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000469345.1,1.0,1.0,0.0,0.0,1.0,1.0
RS_GCF_000469385.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000469505.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000470655.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000471025.2,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000472285.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000472665.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000473305.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000473995.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000474235.1,1.0,1.0,0.0,0.0,1.0,1.0
RS_GCF_000474745.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000478825.2,0.0,0.0,1.0,0.0,0.0,0.0
RS_GCF_000478985.1,2.0,2.0,2.0,2.0,2.0,2.0
RS_GCF_000482245.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000482365.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000482505.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000482765.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000482805.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000484535.1,0.0,0.0,1.0,0.0,0.0,0.0
RS_GCF_000484655.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000488855.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000492175.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000493815.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000495435.3,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000495475.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000497445.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000498355.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000499765.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000499785.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000500045.1,1.0,1.0,0.0,0.0,1.0,1.0
RS_GCF_000500065.1,1.0,1.0,0.0,0.0,1.0,1.0
RS_GCF_000504205.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000507245.1,1.0,1.0,0.0,0.0,1.0,1.0
RS_GCF_000508245.1,0.0,0.0,2.0,0.0,0.0,0.0
RS_GCF_000508865.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000508885.1,2.0,2.0,2.0,2.0,2.0,2.0
RS_GCF_000508985.1,1.0,0.0,0.0,0.0,0.0,1.0
RS_GCF_000509105.1,2.0,2.0,2.0,2.0,2.0,2.0
RS_GCF_000509125.1,2.0,2.0,2.0,2.0,2.0,2.0
RS_GCF_000510425.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000511135.2,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000512235.1,2.0,2.0,2.0,2.0,2.0,2.0
RS_GCF_000513195.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000513315.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000513555.1,1.0,1.0,0.0,0.0,1.0,1.0
RS_GCF_000513855.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000515235.1,0.0,0.0,1.0,0.0,0.0,0.0
RS_GCF_000517065.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000517085.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000517105.1,0.0,0.0,1.0,0.0,0.0,0.0
RS_GCF_000517125.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000517445.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000517625.1,1.0,1.0,0.0,0.0,1.0,1.0
RS_GCF_000518205.1,1.0,1.0,2.0,1.0,1.0,1.0
RS_GCF_000518245.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000518765.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000519105.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000519205.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000519345.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000521215.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000521465.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000523275.1,1.0,1.0,0.0,0.0,1.0,1.0
RS_GCF_000525775.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000526235.1,2.0,2.0,2.0,2.0,2.0,2.0
RS_GCF_000526375.1,3.0,3.0,3.0,3.0,3.0,3.0
RS_GCF_000526395.1,2.0,2.0,2.0,2.0,2.0,2.0
RS_GCF_000526435.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000526515.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000526575.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000526675.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000526775.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000526795.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000526995.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000565015.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000568755.1,1.0,1.0,0.0,0.0,1.0,1.0
RS_GCF_000571935.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000577335.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000577815.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000577895.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000582685.1,0.0,0.0,1.0,0.0,0.0,0.0
RS_GCF_000583875.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000585215.1,2.0,2.0,2.0,2.0,2.0,2.0
RS_GCF_000585255.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000585335.1,2.0,2.0,2.0,2.0,2.0,2.0
RS_GCF_000585495.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000586015.1,0.0,0.0,1.0,0.0,0.0,0.0
RS_GCF_000591035.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000591055.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000597865.1,2.0,2.0,2.0,2.0,2.0,2.0
RS_GCF_000599865.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000601455.1,2.0,2.0,2.0,2.0,2.0,2.0
RS_GCF_000612845.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000613385.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000613465.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000614125.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000614145.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000614165.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000614185.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000614585.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000619925.1,2.0,2.0,2.0,2.0,2.0,2.0
RS_GCF_000619945.1,2.0,2.0,2.0,2.0,2.0,2.0
RS_GCF_000620045.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000620065.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000620305.1,0.0,0.0,1.0,0.0,0.0,0.0
RS_GCF_000620765.1,1.0,1.0,0.0,0.0,1.0,1.0
RS_GCF_000620945.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000621405.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000621585.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000621705.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000621785.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000621805.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000621845.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000621965.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000626635.1,2.0,2.0,1.0,1.0,2.0,2.0
RS_GCF_000632495.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000633635.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000648235.2,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000685155.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000685395.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000686125.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000686665.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000686705.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000686905.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000687555.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000687735.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000687835.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000687975.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000688015.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000691225.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000691505.1,1.0,1.0,0.0,0.0,1.0,1.0
RS_GCF_000691865.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000698785.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000701405.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000701425.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000701905.1,2.0,2.0,2.0,2.0,2.0,2.0
RS_GCF_000701945.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000702065.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000702165.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000702885.1,1.0,1.0,0.0,0.0,1.0,1.0
RS_GCF_000702945.1,2.0,2.0,2.0,2.0,2.0,2.0
RS_GCF_000705555.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000710615.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000710775.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000711215.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000711295.1,1.0,1.0,0.0,0.0,1.0,1.0
RS_GCF_000711825.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000711905.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000712055.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000712295.1,2.0,2.0,2.0,2.0,2.0,2.0
RS_GCF_000716715.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000718775.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000721075.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000722635.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000723185.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000723465.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000723505.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000725125.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000725425.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000730285.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000731985.1,1.0,1.0,0.0,0.0,1.0,1.0
RS_GCF_000732605.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000732635.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000733415.1,0.0,0.0,1.0,0.0,0.0,0.0
RS_GCF_000733755.1,2.0,2.0,2.0,2.0,2.0,2.0
RS_GCF_000733935.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000734895.2,0.0,0.0,1.0,0.0,0.0,0.0
RS_GCF_000737535.1,0.0,0.0,1.0,0.0,0.0,0.0
RS_GCF_000737575.1,0.0,0.0,1.0,0.0,0.0,0.0
RS_GCF_000737595.1,0.0,0.0,1.0,0.0,0.0,0.0
RS_GCF_000738085.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000739065.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000739555.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000739575.1,1.0,1.0,2.0,1.0,1.0,1.0
RS_GCF_000739595.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000743705.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000744115.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000744175.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000744185.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000744285.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000744375.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000744455.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000744825.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000744885.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000744935.1,2.0,2.0,2.0,2.0,2.0,2.0
RS_GCF_000744945.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000745065.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000745125.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000745175.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000745455.1,1.0,1.0,2.0,1.0,1.0,1.0
RS_GCF_000745485.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000745915.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000745975.1,1.0,1.0,0.0,0.0,1.0,1.0
RS_GCF_000746015.1,1.0,1.0,0.0,0.0,1.0,1.0
RS_GCF_000746205.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000746825.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000750955.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000751555.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000752215.1,2.0,2.0,2.0,2.0,2.0,2.0
RS_GCF_000753435.1,2.0,2.0,2.0,2.0,2.0,2.0
RS_GCF_000753455.2,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000755145.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000755245.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000756815.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000757845.1,0.0,0.0,1.0,0.0,0.0,0.0
RS_GCF_000757865.1,0.0,0.0,1.0,0.0,0.0,0.0
RS_GCF_000758165.1,1.0,1.0,0.0,0.0,1.0,1.0
RS_GCF_000758905.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000759025.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000759855.1,0.0,0.0,1.0,0.0,0.0,0.0
RS_GCF_000759885.1,0.0,0.0,1.0,0.0,0.0,0.0
RS_GCF_000759955.1,0.0,0.0,1.0,0.0,0.0,0.0
RS_GCF_000759975.1,0.0,0.0,1.0,0.0,0.0,0.0
RS_GCF_000760035.1,0.0,0.0,1.0,0.0,0.0,0.0
RS_GCF_000760095.1,0.0,0.0,1.0,0.0,0.0,0.0
RS_GCF_000760115.1,0.0,0.0,1.0,0.0,0.0,0.0
RS_GCF_000760175.1,0.0,0.0,1.0,0.0,0.0,0.0
RS_GCF_000760215.1,0.0,0.0,1.0,0.0,0.0,0.0
RS_GCF_000760695.4,0.0,0.0,1.0,0.0,0.0,0.0
RS_GCF_000763385.1,0.0,0.0,1.0,0.0,0.0,0.0
RS_GCF_000764495.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000765215.1,2.0,2.0,2.0,2.0,2.0,2.0
RS_GCF_000765235.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000765475.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000768875.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000769075.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000769115.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000769655.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000771745.2,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000775285.1,1.0,1.0,2.0,1.0,1.0,1.0
RS_GCF_000775995.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000784355.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000784835.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000785785.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000787395.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000789255.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000789395.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000794385.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000797495.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000798815.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000800805.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000802235.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000802245.2,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000807675.2,2.0,2.0,2.0,2.0,2.0,2.0
RS_GCF_000812185.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000813245.1,1.0,1.0,0.0,0.0,1.0,1.0
RS_GCF_000814005.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000814025.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000816105.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000816145.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000816675.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000817735.3,0.0,0.0,1.0,0.0,0.0,0.0
RS_GCF_000817745.2,0.0,0.0,1.0,0.0,0.0,0.0
RS_GCF_000817785.2,0.0,0.0,1.0,0.0,0.0,0.0
RS_GCF_000820505.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000820705.1,2.0,2.0,2.0,2.0,2.0,2.0
RS_GCF_000820765.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000821305.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000827935.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000828075.3,0.0,0.0,1.0,0.0,0.0,0.0
RS_GCF_000828085.3,0.0,0.0,1.0,0.0,0.0,0.0
RS_GCF_000828575.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000828655.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000828835.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000829235.1,0.0,0.0,1.0,0.0,0.0,0.0
RS_GCF_000829755.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000829905.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000875775.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000875945.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000875975.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000940995.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000949455.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000949475.1,2.0,2.0,1.0,1.0,2.0,2.0
RS_GCF_000949635.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000952155.1,0.0,0.0,1.0,0.0,0.0,0.0
RS_GCF_000952975.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000953215.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000955905.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000956175.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000963275.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000964245.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000964525.1,1.0,1.0,0.0,0.0,1.0,1.0
RS_GCF_000966265.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000967915.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000968055.1,2.0,2.0,2.0,2.0,2.0,2.0
RS_GCF_000968535.2,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000969825.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000969835.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000969885.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000969905.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000969965.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000970025.1,1.0,1.0,2.0,1.0,1.0,1.0
RS_GCF_000970045.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000970085.1,1.0,1.0,1.0,1.0,1.0,1.0
RS_GCF_000970205.1,1.0,1.0,1.0,1.0,1.0,1.0
